"","X.2","X.1","X","predator","prey","ra","site","sex","age","year","color","temperature","clouds","precipitation","cover_snow","weight","fat","muscle","winds","fresh_snow","clouds_height","snow_height","elevation","wing","p8","tarsus","beak_colour","first_reaction","provoking","flapping","time_min","time_hour","day","month","timekey","key_m100","capture_day","sex_genetics","clean_species","present_in_site.x","otu_phylum","otu_class","otu_order","otu_family","otu_genus","otu_species","present_in_site.y","anthropogenic.x","anthropogenic.y","anthropogenic"
"3661",3661,3661,3661,"N687729","otu478",6,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"3662",3662,3662,3662,"N687729","otu314",3,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3663",3663,3663,3663,"N687729","otu251",234,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3664",3664,3664,3664,"N687729","otu82",19015,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Apiales","Apiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3665",3665,3665,3665,"N687729","otu4",358,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3666",3666,3666,3666,"N687729","otu607",2,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3667",3667,3667,3667,"N687729","otu753",11,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3668",3668,3668,3668,"N687729","otu405",356,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3669",3669,3669,3669,"N687729","otu25",28164,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"3670",3670,3670,3670,"N687729","otu3",1399,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3671",3671,3671,3671,"N687729","otu738",20,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"3672",3672,3672,3672,"N687729","otu10",136723,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3673",3673,3673,3673,"N687729","otu24",3,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3674",3674,3674,3674,"N687729","otu49",154639,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"3675",3675,3675,3675,"N687729","otu38",41873,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3676",3676,3676,3676,"N687729","otu146",3,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","avena sterilis",FALSE,"Streptophyta","Magnoliopsida","Poales","Poaceae","Avena","Avena sterilis",FALSE,TRUE,TRUE,TRUE
"3677",3677,3677,3677,"N687729","otu20",40173,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Solanales","Solanaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3678",3678,3678,3678,"N687729","otu178",488,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"3679",3679,3679,3679,"N687729","otu688",67,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3680",3680,3680,3680,"N687729","otu2",1503193,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"3681",3681,3681,3681,"N687729","otu9",1080445,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3682",3682,3682,3682,"N687729","otu689",10,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,41.5,3,2,1,"0",2300,80,2102,123.5,97,22.5,2,1,1,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3683",3683,3683,3683,"N687730","otu13",75936,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Pinopsida","Cupressales","Cupressaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3684",3684,3684,3684,"N687730","otu2",954975,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"3685",3685,3685,3685,"N687730","otu49",197878,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"3686",3686,3686,3686,"N687730","otu347",41,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3687",3687,3687,3687,"N687730","otu839",2,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"3688",3688,3688,3688,"N687730","otu1",31126,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,TRUE,TRUE,TRUE
"3689",3689,3689,3689,"N687730","otu379",6,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3690",3690,3690,3690,"N687730","otu753",7,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3691",3691,3691,3691,"N687730","otu562",2,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3692",3692,3692,3692,"N687730","otu628",5,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3693",3693,3693,3693,"N687730","otu916",3,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"3694",3694,3694,3694,"N687730","otu6",1989785,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","vaccinium vitis-idaea",TRUE,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium vitis-idaea",TRUE,FALSE,FALSE,FALSE
"3695",3695,3695,3695,"N687730","otu499",5,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","vaccinium oxycoccos",TRUE,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium oxycoccos",TRUE,FALSE,FALSE,FALSE
"3696",3696,3696,3696,"N687730","otu478",3,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"3697",3697,3697,3697,"N687730","otu9",143725,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3698",3698,3698,3698,"N687730","otu301",12,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3699",3699,3699,3699,"N687730","otu3",310,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3700",3700,3700,3700,"N687730","otu251",5,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3701",3701,3701,3701,"N687730","otu4",18290,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3702",3702,3702,3702,"N687730","otu15",20644,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,40.5,3,2,1,"0",2300,80,2102,123.5,97.5,23,2,0,0,1,15,8,11,2,"2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Primulaceae","Primula","Unclassified",NA,FALSE,FALSE,FALSE
"3703",3703,3703,3703,"N687738","otu726",2,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3704",3704,3704,3704,"N687738","otu693",9,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3705",3705,3705,3705,"N687738","otu873",2,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3706",3706,3706,3706,"N687738","otu75",58,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"3707",3707,3707,3707,"N687738","otu675",6,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3708",3708,3708,3708,"N687738","otu803",14,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3709",3709,3709,3709,"N687738","otu667",2,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3710",3710,3710,3710,"N687738","otu619",2,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3711",3711,3711,3711,"N687738","otu397",255,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3712",3712,3712,3712,"N687738","otu593",7,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3713",3713,3713,3713,"N687738","otu858",11,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3714",3714,3714,3714,"N687738","otu575",3,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3715",3715,3715,3715,"N687738","otu759",11,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3716",3716,3716,3716,"N687738","otu17",18886,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3717",3717,3717,3717,"N687738","otu721",9,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3718",3718,3718,3718,"N687738","otu26",1925,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Apiales","Apiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3719",3719,3719,3719,"N687738","otu657",2,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3720",3720,3720,3720,"N687738","otu599",4,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3721",3721,3721,3721,"N687738","otu753",204,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3722",3722,3722,3722,"N687738","otu3",846766,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3723",3723,3723,3723,"N687738","otu922",4,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"3724",3724,3724,3724,"N687738","otu202",1232,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3725",3725,3725,3725,"N687738","otu532",5,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3726",3726,3726,3726,"N687738","otu13",50821,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Pinopsida","Cupressales","Cupressaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3727",3727,3727,3727,"N687738","otu502",3,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"3728",3728,3728,3728,"N687738","otu448",1361,"Tiefenbach","m",4,2025,"black","-3",6,"no",90,42,4,1,1,"0",2300,80,2102,125,97,23.5,4,1,0,1,45,9,11,2,"2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
